misconception_id,misconception,tweet_id,label
16,Acetic acid is effective against coronavirus.,1.233942556909744e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339728876416246e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339175227406828e+18,na
10,Coronavirus is caused by 5G.,1.233967684640858e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339772240443924e+18,na
7,Boiled ginger can cure coronavirus.,1.2339714526442496e+18,na
13,Whiskey and honey cure coronavirus.,1.2339663053483786e+18,na
16,Acetic acid is effective against coronavirus.,1.2339343080433172e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339098493201162e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339542383146394e+18,na
29,Clapping will kill coronavirus.,1.2339940725550203e+18,na
20,Vitamin D cures coronavirus.,1.233970966369194e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339287298790277e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339151352588493e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339327671021527e+18,na
39,Salt water protects from coronavirus.,1.2339907287763763e+18,na
21,Fennel tea cures coronavirus.,1.2339682490097746e+18,pos
7,Boiled ginger can cure coronavirus.,1.2339091917538877e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.233919884259496e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339538569057116e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.233945938286252e+18,na
40,Cannabis protects against COVID-19.,1.233921406020268e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.233936186911187e+18,na
18,Essential oils cure coronavirus.,1.2339238945258865e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339878551748403e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339402722009416e+18,na
13,Whiskey and honey cure coronavirus.,1.2339188991477473e+18,na
19,Vitamin C cures coronavirus.,1.2339280466018017e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339347307369185e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339535749099315e+18,na
10,Coronavirus is caused by 5G.,1.2339810573152993e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.23392864568678e+18,na
10,Coronavirus is caused by 5G.,1.2339535311886991e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339462067217572e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339317896991867e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339890674922004e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.233958886677373e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339310540979446e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.233990490384556e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.233917387054805e+18,na
29,Clapping will kill coronavirus.,1.2339522292179272e+18,na
7,Boiled ginger can cure coronavirus.,1.2339649876238377e+18,na
39,Salt water protects from coronavirus.,1.2339639326306263e+18,na
7,Boiled ginger can cure coronavirus.,1.2339873207365714e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.233981409859162e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.233920123183829e+18,na
37,Jamaat cannot become a source of infection.,1.233929573307302e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339567233644503e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339849761121894e+18,na
49,We're very close to a vaccine.,1.2339366665716326e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339242093546414e+18,na
38,Shaking hands cannot spread coronavirus.,1.233968283294077e+18,na
22,Cocaine cures coronavirus.,1.2339872375761592e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.233935030877139e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339748732039578e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339469442859377e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.233941175763075e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339223604593828e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233956677835219e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339051194747986e+18,na
10,Coronavirus is caused by 5G.,1.2339635883871068e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339526619443077e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.23393086168841e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339055455280374e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339263187246694e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339913351550935e+18,na
39,Salt water protects from coronavirus.,1.2339452789499044e+18,na
19,Vitamin C cures coronavirus.,1.233970966369194e+18,na
3,Coronavirus is genetically engineered.,1.2339067829190205e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339570127085117e+18,na
40,Cannabis protects against COVID-19.,1.2339261531167498e+18,na
3,Coronavirus is genetically engineered.,1.2339231921688166e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339380428697354e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339305705491866e+18,na
39,Salt water protects from coronavirus.,1.2339433379434824e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339664171769405e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339418275663954e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339811481932268e+18,na
15,Coronavirus can only survive in cold temperatures.,1.233981275251368e+18,na
13,Whiskey and honey cure coronavirus.,1.2339389181998408e+18,na
40,Cannabis protects against COVID-19.,1.2339673790692516e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.233910602327675e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339879345981604e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339277884381307e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339344405874156e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339493183626732e+18,na
40,Cannabis protects against COVID-19.,1.2339338541103882e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339919153993687e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339166690152735e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.233952868295512e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339925775542723e+18,na
3,Coronavirus is genetically engineered.,1.23396828780297e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339694130590351e+18,na
22,Cocaine cures coronavirus.,1.23396236280311e+18,na
39,Salt water protects from coronavirus.,1.2339605012241736e+18,na
13,Whiskey and honey cure coronavirus.,1.2339362802554225e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339810370400952e+18,na
3,Coronavirus is genetically engineered.,1.2339104133702328e+18,neg
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339061815313695e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.233923601872511e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233940773478908e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.2339072513851597e+18,na
13,Whiskey and honey cure coronavirus.,1.2339329334650225e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339102947763405e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.23398794281463e+18,na
33,Eating cabbage prevents coronavirus infection.,1.233912220196565e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339294832513802e+18,na
39,Salt water protects from coronavirus.,1.2339148942291313e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339897784812544e+18,na
29,Clapping will kill coronavirus.,1.2339365773085614e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233950084569731e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339490183440876e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233992640661803e+18,neg
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.233925444736635e+18,na
13,Whiskey and honey cure coronavirus.,,na
38,Shaking hands cannot spread coronavirus.,1.2339574832085934e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339253285080924e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339595698580562e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.233915428818178e+18,na
36,Chloroquine can cure coronavirus,1.2339281277152338e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339582503719404e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339530555126825e+18,na
10,Coronavirus is caused by 5G.,1.233940037076693e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339837006578975e+18,na
49,We're very close to a vaccine.,1.2339868416839762e+18,pos
33,Eating cabbage prevents coronavirus infection.,1.233952610358399e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233919380922282e+18,na
40,Cannabis protects against COVID-19.,1.2339766840110408e+18,na
10,Coronavirus is caused by 5G.,1.233912072578179e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339924562674975e+18,neg
19,Vitamin C cures coronavirus.,1.23396236280311e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.233927477644288e+18,na
49,We're very close to a vaccine.,1.2339064289449738e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339203379574415e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339501130028728e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339580530802688e+18,na
21,Fennel tea cures coronavirus.,1.233919220896891e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233980063688876e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.233912348705878e+18,na
19,Vitamin C cures coronavirus.,1.2339660490972856e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339312187369923e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339795412295926e+18,na
18,Essential oils cure coronavirus.,1.233919220896891e+18,na
15,Coronavirus can only survive in cold temperatures.,1.233942160010928e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339073014901637e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233911751969669e+18,na
40,Cannabis protects against COVID-19.,1.2339129055250883e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339816718228316e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233995091934634e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.233913241689936e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.233986808913879e+18,na
29,Clapping will kill coronavirus.,1.2339318818563973e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339196909859922e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339227160565514e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339239009012122e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339167469580902e+18,na
16,Acetic acid is effective against coronavirus.,1.2339074963953992e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339453615149998e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233976607049732e+18,na
18,Essential oils cure coronavirus.,1.2339183481418547e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339073224408637e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.233973541827162e+18,na
13,Whiskey and honey cure coronavirus.,1.2339738970635837e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339258623257068e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339616147950838e+18,na
19,Vitamin C cures coronavirus.,1.2339365874336317e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339839707920916e+18,na
20,Vitamin D cures coronavirus.,1.2339246019917128e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339540213265203e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339616672827884e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339316591851315e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339064195286958e+18,na
19,Vitamin C cures coronavirus.,1.2339340318358487e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339922578852413e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339590162939167e+18,na
21,Fennel tea cures coronavirus.,1.2339648404793385e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339775636571832e+18,pos
5,The first person infected is a researcher named Huang Yanling.,1.2339705571982254e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339347214632673e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339856575019377e+18,pos
15,Coronavirus can only survive in cold temperatures.,1.2339924562674975e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233975398641234e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339688346771005e+18,na
7,Boiled ginger can cure coronavirus.,1.2339157611707474e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.2339635278255432e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339328169682903e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.233938147274195e+18,na
3,Coronavirus is genetically engineered.,1.2339618055899914e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.233964905939841e+18,na
16,Acetic acid is effective against coronavirus.,1.2339537342642627e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339069896646328e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339189969378918e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339916616063304e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339333751672463e+18,na
10,Coronavirus is caused by 5G.,1.2339125970046362e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339745563537572e+18,neg
33,Eating cabbage prevents coronavirus infection.,1.233979502029656e+18,na
40,Cannabis protects against COVID-19.,1.233960527241601e+18,na
41,CBD oil is a cure for COVID-19.,1.2339521040306545e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.233912348705878e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339621969060045e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339335260195922e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233986896172376e+18,na
22,Cocaine cures coronavirus.,1.2339180337244283e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339673176897536e+18,na
9,Africans are more resistant to coronavirus.,1.2339428018486436e+18,na
39,Salt water protects from coronavirus.,1.2339233497404293e+18,na
16,Acetic acid is effective against coronavirus.,1.233951597333373e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.233948386845438e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339390413907763e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339129055250883e+18,na
21,Fennel tea cures coronavirus.,1.2339738706144707e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339490947810836e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.2339606464981156e+18,na
36,Chloroquine can cure coronavirus,1.2339339127090627e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339256111455846e+18,na
19,Vitamin C cures coronavirus.,1.2339254126961623e+18,na
3,Coronavirus is genetically engineered.,1.2339076150353592e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339175782145638e+18,na
21,Fennel tea cures coronavirus.,1.2339949166293647e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339636218703954e+18,na
40,Cannabis protects against COVID-19.,1.233936575718994e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339311172014367e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339834912152248e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339285290807992e+18,na
22,Cocaine cures coronavirus.,1.233924981911847e+18,na
10,Coronavirus is caused by 5G.,1.233942231486206e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339816756101775e+18,na
18,Essential oils cure coronavirus.,1.233982657089794e+18,na
16,Acetic acid is effective against coronavirus.,1.2339622056049172e+18,na
3,Coronavirus is genetically engineered.,1.2339535311886991e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.233912439365763e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339604178750013e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339340991250637e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339471769606554e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339083859569295e+18,na
39,Salt water protects from coronavirus.,1.233966050636632e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339421374329692e+18,na
10,Coronavirus is caused by 5G.,1.2339548213440266e+18,na
10,Coronavirus is caused by 5G.,1.2339274715752612e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339902239245844e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.233940333299241e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339107476269056e+18,na
9,Africans are more resistant to coronavirus.,1.23392070932122e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.233963780058411e+18,na
49,We're very close to a vaccine.,1.2339924149033615e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339055446429778e+18,na
22,Cocaine cures coronavirus.,1.2339663374807409e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339063797836554e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339380305427046e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339663218277458e+18,na
36,Chloroquine can cure coronavirus,1.2339073224408637e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339388663624458e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339704225107067e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339853274691256e+18,pos
10,Coronavirus is caused by 5G.,1.2339789949130875e+18,na
19,Vitamin C cures coronavirus.,1.233953598439977e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339650743746355e+18,na
7,Boiled ginger can cure coronavirus.,1.2339422270067384e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233991424888062e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339649576429732e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339357851890033e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339111317453128e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339119099776123e+18,na
21,Fennel tea cures coronavirus.,1.2339440011134484e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.233922178719998e+18,na
22,Cocaine cures coronavirus.,1.23390661440043e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339502867435725e+18,na
10,Coronavirus is caused by 5G.,1.2339770191862374e+18,na
37,Jamaat cannot become a source of infection.,1.233975039621337e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339450708160225e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339056303661875e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.233975258463363e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233935124447654e+18,na
37,Jamaat cannot become a source of infection.,1.2339269013301125e+18,na
20,Vitamin D cures coronavirus.,1.2339808980490035e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339775755102822e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339158665065718e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339084068446413e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339630305446994e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.233979624767443e+18,na
29,Clapping will kill coronavirus.,1.2339535848504689e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339196681607782e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339241098909983e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.233959613768196e+18,na
21,Fennel tea cures coronavirus.,1.2339894165002445e+18,na
19,Vitamin C cures coronavirus.,1.2339838889569075e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339471430833725e+18,pos
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233932785456472e+18,na
3,Coronavirus is genetically engineered.,1.233992849974186e+18,neg
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339393181436396e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339226129564754e+18,na
29,Clapping will kill coronavirus.,1.2339271644179333e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339415865364726e+18,na
19,Vitamin C cures coronavirus.,1.2339536065897226e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.233933424160723e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.23394049411328e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339081471205335e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.233927519381807e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339508559229952e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339798121522586e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339952168409907e+18,neg
48,There will be 500 deaths at the end of the pandemic.,1.233963849851818e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339952887731364e+18,na
49,We're very close to a vaccine.,1.2339459263659254e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339178975940362e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.233974326157828e+18,pos
18,Essential oils cure coronavirus.,1.2339384746941358e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339633929872876e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233952484906791e+18,na
13,Whiskey and honey cure coronavirus.,1.2339450649188106e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.2339738970635837e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339290521817825e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339166448771113e+18,na
13,Whiskey and honey cure coronavirus.,1.2339621432776172e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339514946861425e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.233956964536922e+18,na
37,Jamaat cannot become a source of infection.,1.2339387423244206e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.233908899083903e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339934805332664e+18,na
3,Coronavirus is genetically engineered.,1.2339263094049874e+18,pos
15,Coronavirus can only survive in cold temperatures.,1.2339505932674376e+18,pos
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.233930973387088e+18,na
20,Vitamin D cures coronavirus.,1.2339270249280676e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339301121243505e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339684598404915e+18,na
16,Acetic acid is effective against coronavirus.,1.2339798121522586e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339314293539103e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.233985372851331e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.233958681844183e+18,na
18,Essential oils cure coronavirus.,1.2339800432247644e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339441356079473e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233983940592976e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339638893620756e+18,na
7,Boiled ginger can cure coronavirus.,1.2339535749099315e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339171082049946e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339494813868155e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339588519317586e+18,na
49,We're very close to a vaccine.,1.233921293470167e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339299955814195e+18,na
16,Acetic acid is effective against coronavirus.,1.2339210524194652e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.233986709089661e+18,na
13,Whiskey and honey cure coronavirus.,1.2339825883829207e+18,na
3,Coronavirus is genetically engineered.,1.2339150433744118e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339820381826376e+18,neg
7,Boiled ginger can cure coronavirus.,1.2339114639803884e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339569382426747e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339540547005809e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339479745705615e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339737364385833e+18,na
16,Acetic acid is effective against coronavirus.,1.233972136445911e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339425033776865e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339564706702008e+18,na
20,Vitamin D cures coronavirus.,1.2339729430483354e+18,na
22,Cocaine cures coronavirus.,1.2339717032748564e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.233920123183829e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.233944220731265e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.233966113895129e+18,na
39,Salt water protects from coronavirus.,1.2339855667792814e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339273743008276e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339357851890033e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339163873719665e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339572177510728e+18,na
